Type Frequency
narrowed 49
simply 49
million 49
built 49
levy 49
afg 49
disposal 49
gillette 49
cyacq 49
lifted 48
ban 48
branch 48
wilson 48
farm 48
five 48
forecast 48
production 48
manhattan 48
ever 48
economic 48
looks 48
owners 48
coast 48
welcomed 48
internal 48
argentine 48
fear 48
speaking 48
flat 48
justice 48
agreement 48
meeting 48
cars 48
pork 48
drive 48
peter 48
during 48
idea 48
warrant 48
merchandise 48
holding 48
often 48
secretary 48
jersey 48
toronto 48
miners 48
calculated 48
over 48
pounds 48
join 48
offers 48
petrobras 48
programme 47
semi 47
appear 47
delivered 47
consortium 47
permit 47
exporter 47
got 47
pointed 47
japanese 47
receipt 47
strikes 47
kept 47
propose 47
apparently 47
oct 47
mths 47
amendment 47
registrations 47
per 47
always 47
arrangements 47
eastern 47
tight 47
strengthen 47
kansas 47
fairly 47
wk 47
living 47
presented 47
tanker 47
consumer 47
advances 47
exporters 46
sachs 46
effectively 46
corn 46
octane 46
managing 46
affairs 46
imbalance 46
manufacturer 46
represent 46
faced 46
its 46
contribute 46
suspension 46
slight 46
merge 46
investigation 46
maintained 46
system 46
rio 46
turkish 46
goes 46
compete 46
satisfied 46
renault 46
trends 46
signal 46
bahrain 46
results 46
los 46
crudes 46
repeated 46
keeping 46
kilo 46
salomon 46
dallas 46
assets 46
zone 46
intermediate 46
cash 46
revlon 46
entertainment 46
cyclops 46
individual 46
down 46
waste 46
shultz 46
lease 46
pdvsa 46
sept 46
virtually 45
democratic 45
deputy 45
stopped 45
amounted 45
initially 45
wait 45
thirds 45
rebate 45
peak 45
planning 45
weaker 45
produces 45
detailed 45
williams 45
fund 45
journalists 45
dairy 45
spend 45
aluminum 45
auto 45
doesn 45
votes 45
loans 45
earthquake 45
considerable 45
charles 45
complex 45
management 45
rapidly 45
quite 45
reuter 45
industrialised 45
influence 45
foster 45
final 45
holdings 45
health 45
third 45
quebec 45
retirement 45
supply 45
feedgrains 45
cable 45
michigan 45
concerning 45
light 45
power 45
worst 45
minerals 45
tea 45
amoco 45
saudis 45
strike 45
rigs 45
weinberger 45
m3 45
bhp 45
outcome 44
finished 44
fob 44
occur 44
pledged 44
tonnage 44
korean 44
joined 44
high 44
advised 44
resolved 44
ldp 44
interim 44
loan 44
units 44
speaking 44
parent 44
exchequer 44
floating 44
headed 44
favor 44
protectionism 44
promote 44
ge 44
copper 44
ibm 44
identify 44
applications 44
announce 44
ontario 44
uruguay 44
saudi 44
formula 44
parliament 44
firmed 44
gain 44
resolution 44
defense 44
agencies 44
iowa 44
software 44
capital 44
retaliatory 44
owner 44
chain 44
speculated 44
involving 44
studying 44
progressive 44
tenders 44
dauster 44
remove 43
delegation 43
northern 43
dealing 43
themselves 43
beans 43
bonus 43
maturing 43
listed 43
gives 43
officially 43
withdraw 43
putting 43
inflation 43
deal 43
complaint 43
self 43
conditioned 43
urges 43
draw 43
denmark 43
unadjusted 43
balladur 43
kiichi 43
experts 43
declares 43
station 43
iraqi 43
flour 43
applied 43
discount 43
begins 43
interbank 43
deadline 43
revised 43
apparent 43
entitled 43
recommend 43
ranged 43
rally 43
frozen 43
destinations 43
pursue 43
refineries 43
indicators 43
slide 43
conversion 43
twice 43
marine 43
swap 43
honeywell 43
missile 43
lake 43
deficiency 43
control 43
party 42
deputy 42
calling 42
western 42
comparable 42
island 42
panel 42
guaranteed 42
bill 42
comprising 42
north 42
la 42
extra 42
communications 42
asking 42
margin 42
actually 42
surprise 42
harvested 42
dominion 42
responsible 42
clients 42
congressional 42
texas 42
km 42
nigel 42
tehran 42
slowed 42
discussion 42
expired 42
iron 42
ordered 42
rupees 42
income 42
newmont 42
sluggish 42
average 42
suffered 42
communications 42
radio 42
indicator 42
revision 42
respect 42
woolworth 42
fujitsu 42
officers 41
meanwhile 41
yasuhiro 41
flag 41
carrying 41
treatment 41
extraordinary 41
he 41
actively 41
investors 41
depending 41
notice 41
vice 41
jardine 41
smc 41
moisture 41
maintenance 41
loading 41
purchasing 41
white 41
qtrly 41
care 41
heating 41
fleet 41
seem 41
realized 41
free 41
remainder 41
growers 41
such 41
telephone 41
india 41
major 41
serve 41
sri 41
courier 41
average 41
bit 41
easing 41
soybean 41
shamrock 41
livestock 41
midnight 41
repayment 41
job 41
standard 41
surge 41
wagner 41
tonight 41
nigeria 41
west 41
respond 41
republican 41
reed 41
asa 41
comdata 41
labour 40
several 40
aggressive 40
withdrawal 40
origin 40
marked 40
north 40
miguel 40
unit 40
doubt 40
usually 40
informal 40
flows 40
standard 40
mills 40
assumption 40
eligible 40
institutional 40
aggregate 40
attend 40
valley 40
litigation 40
arrange 40
red 40
restricted 40
fees 40
play 40
greek 40
formerly 40
battle 40
changing 40
poultry 40
nor 40
day 40
participants 40
exposure 40
eia 40
managed 40
mercantile 40
kenya 40
account 40
lambert 40
soybeans 40
minus 40
suggest 40
authority 40
textiles 40
institutes 40
bay 40
repurchase 40
funding 40
deferred 40
pioneer 40
bbl 40
aware 39
demand 39
rotterdam 39
lose 39
compensation 39
city 39
citibank 39
buying 39
broke 39
governor 39
my 39
outright 39
rainfall 39
parliament 39
written 39
dow 39
termination 39
publicly 39
causing 39
proved 39
cominco 39
usa 39
scott 39
happen 39
aluminium 39
pre 39
faces 39
questions 39
foods 39
hudson 39
clark 39
partially 39
file 39
lp 39
consumer 39
competing 39
controlling 39
becoming 39
investments 39
air 39
southern 39
dot 39
row 39
solve 38
inadequate 38
term 38
breakdown 38
ll 38
suppliers 38
indication 38
pty 38
downturn 38
stance 38
bullish 38
inflow 38
perhaps 38
worked 38
hk 38
information 38
favorable 38
ground 38
containing 38
maize 38
convinced 38
unspecified 38
cheaper 38
delegate 38
aug 38
allowance 38
sufficient 38
receiving 38
regarding 38
rapeseed 38
implement 38
enhancement 38
uncertain 38
technologies 38
nova 38
delhi 38
xon 38
finding 38
rival 38
resist 38
branches 38
slower 38
changes 38
obtained 38
relative 38
thing 38
performing 38
proposal 38
drexel 38
commenting 38
increases 38
traffic 38
strait 38
virginia 38
labor 38
warships 38
save 38
mineral 38
rainbow 38
reaching 37
purpose 37
mine 37
sumitomo 37
chances 37
seemed 37
transportation 37
closure 37
replied 37
turned 37
d 37
measured 37
vital 37
sense 37
tokyo 37
runs 37
expenditures 37
unemployment 37
attempts 37
fundamental 37
this 37
medical 37
plastics 37
trump 37
matters 37
congressional 37
widespread 37
schedule 37
prospect 37
restructure 37
so 37
item 37
sum 37
occurred 37
presence 37
cereals 37
fell 37
crude 37
mixed 37
views 37
comprised 37
african 37
mt 37
bil 37
copper 37
portland 37
float 37
standards 37
environment 37
ministers 37
tire 37
proven 37
draft 37
rules 37
failing 37
times 37
depth 37
oklahoma 37
na 37
nazer 37
corporations 37
section 37
effective 37
tmoc 37
pesch 37
curbs 36
worried 36
methods 36
hour 36
sharply 36
mining 36
still 36
daniel 36
cheap 36
flexibility 36
his 36
method 36
any 36
industrialized 36
practice 36
acting 36
participate 36
repurchases 36
corp 36
adverse 36
ventures 36
drug 36
cotton 36
take 36
what 36
following 36
phase 36
service 36
venice 36
lanka 36
hill 36
noranda 36
easier 36
center 36
compensate 36
homes 36
priority 36
tried 36
british 36
emirates 36
jacobs 36
phillips 36
reforms 36
registration 36
temperatures 36
approves 36
flexible 36
advisory 36
lumber 36
shipping 36
van 36
determination 36
alcan 36
sen 36
lines 36
redstone 36
bolivia 36
bally 36
klm 36
reuter 35
conflict 35
mills 35
port 35
link 35
tightening 35
understanding 35
supplier 35
gradually 35
plant 35
alberta 35
willingness 35
norwegian 35
elders 35
weighted 35
type 35
cautious 35
boosting 35
insurance 35
takeovers 35
paris 35
you 35
apr 35
utilization 35
properties 35
interstate 35
aegean 35
lawmakers 35
jumped 35
iran 35
stanley 35
referring 35
broadcasting 35
miller 35
repay 35
window 35
averaging 35
gasoline 35
prudential 35
basin 35
long 35
swiss 35
criticism 35
futures 35
differences 35
fifth 35
mortgage 35
maintaining 35
bids 35
investor 35
burden 35
orange 35
estimates 35
acre 35
volcker 35
jones 35
because 35
coconut 35
appeal 35
trans 35
network 35
qatar 35
have 35
disaster 35
sgl 35
becor 35
glickman 35
coastal 35
deutsche 35
warning 34
nuclear 34
users 34
deregulation 34
tin 34
answer 34
issue 34
projections 34
petrol 34
settle 34
predict 34
instruments 34
slowing 34
recommendations 34
intentions 34
chemical 34
timing 34
procedures 34
home 34
lenders 34
details 34
southmark 34
par 34
harvesting 34
mm 34
explained 34
prompted 34
eliminate 34
door 34
regions 34
indirect 34
el 34
luxembourg 34
risks 34
disputes 34
roughly 34
siemens 34
could 34
cotton 34
electric 34
surprised 34
negotiated 34
event 34
venture 34
encouraged 34
based 34
volumes 34
balanced 34
acceptable 34
frankfurt 34
schlesinger 34
hanson 34
plaza 34
carrier 34
taft 34
stations 34
burnham 34
ecuador 34
stcks 34
express 34
wages 34
uae 34
advisers 34
cross 34
mts 34
announcing 34
grown 34
reviewing 34
controversial 34
oppose 34
difference 34
hernandez 34
base 34
black 34
refiners 34
subsidized 34
chirac 34
gm 34
wendy 34
widened 33
divided 33
goldman 33
grant 33
pushing 33
tell 33
extensive 33
merchant 33
rebates 33
optimism 33
excluded 33
headquarters 33
petition 33
healthy 33
restore 33
premiums 33
upper 33
boards 33
gerhard 33
only 33
gallon 33
coarse 33
buenos 33
aires 33
revenues 33
hrs 33
non 33
increase 33
point 33
climbed 33
variety 33
york 33
citing 33
momentum 33
action 33
halted 33
island 33
chrysler 33
ongoing 33
int 33
liability 33
pick 33
supplied 33
cooper 33
attributable 33
rubber 33
liquid 33
state 33
conable 33
defence 33
devaluation 33
diamond 33
bottom 33
barley 33
criteria 33
city 33
import 33
affiliated 33
moore 33
stands 33
markets 33
arabian 33
commonwealth 33
statoil 33
shares 33
venezuelan 33
telecom 33
even 33
semiconductor 33
informed 33
mortgages 33
weather 33
card 33
decree 33
platforms 33
outlined 32
economics 32
handling 32
tobacco 32
prompt 32
membership 32
australia 32
personnel 32
allocation 32
pacts 32
depends 32
revaluation 32
employed 32
settled 32
ali 32
sells 32
oilseed 32
monier 32
desire 32
karl 32
distributor 32
half 32
consuming 32
donald 32
incurred 32
enhance 32
means 32
corrected 32
divisions 32
destroyed 32
enterprises 32
tv 32
implemented 32
launch 32
democrat 32
comply 32
tighten 32
services 32
control 32
december 32
each 32
about 32
technology 32
lend 32
powers 32
mine 32
exercisable 32
social 32
gy 32
ill 32
otherwise 32
america 32
barney 32
gabelli 32
microchips 32
poland 32
chapter 32
evaluate 32
facing 32
manufactured 32
steadily 32
americans 32
peabody 32
ford 32
firms 32
drill 32
atpc 32
hongkong 32
proportion 32
freeze 32
degrees 32
henley 32
schlumberger 32
cbt 32
deterioration 31
structural 31
container 31
feasibility 31
simon 31
allocated 31
underground 31
juice 31
experience 31
official 31
team 31
dependence 31
cooperative 31
companies 31
markets 31
permanent 31
brief 31
takes 31
warburg 31
seeking 31
amended 31
recovered 31
unilever 31
cos 31
manufacturers 31
damages 31
latest 31
middle 31
advisor 31
sown 31
indirectly 31
initial 31
industry 31
friendly 31
dean 31
thomas 31
includes 31
via 31
agent 31
offs 31
comment 31
rumours 31
indications 31
supports 31
ways 31
physical 31
delegates 31
drawing 31
violations 31
pc 31
content 31
some 31
somewhat 31
me 31
cie 31
generale 31
johnson 31
geneva 31
stabilisation 31
exchanged 31
wants 31
expecting 31
prevailing 31
defined 31
guidelines 31
withdrawn 31
buys 31
lawson 31
load 31
mississippi 31
decides 31
bearing 31
reagan 31
allied 31
triggered 31
employs 31
mutual 31
repayments 31
